  1356700                       2019-02-22
  1357904                       2019-02-23
  1359034                       2019-02-23
  1359635                       2019-02-23
  1360211                       2019-03-12
  1360951                       2019-03-28
  1361240                       2019-03-02
  1361928                       2019-02-24
  1362443                       2019-02-24
  1362606                       2019-02-24
  1362940                       2019-02-26
  1364084                       2019-02-24
  1365121                       2019-02-25
  1365407                       2019-02-26
  1365977                       2019-02-25
  1366251                       2019-02-25
  1366550                       2019-02-25
  1368107                       2019-02-26
  1368335                       2019-02-26
  1368920                       2019-02-26
  1368954                       2019-02-28
  1369782                       2019-02-26
  1370394                       2019-02-27
  1370691                       2019-02-27
  1370694                       2019-02-27
  1370697                       2019-02-27
  1370700                       2019-02-27
  1370701                       2019-02-27
  1370703                       2019-02-27
  1370704                       2019-02-27
  1370707                       2019-02-27
  1370708                       2019-02-27
  1370713                       2019-02-27
  1370938                       2019-03-07
  1371046                       2019-02-28
  1371898                       2019-02-27
  1374894                       2019-03-01
  1377104                       2019-03-03
  1377814                       2019-03-04
  1378705                       2019-03-04
  1379081                       2019-03-05
  1379529                       2019-03-05
  1379738                       2019-03-05
  1384112                       2019-03-10
  1384971                       2019-03-11
  1385115                       2019-03-11
  1386048                       2019-03-12
  1386368                       2019-03-12
  1387757                       2019-03-13
  1388259                       2019-03-14
   138881                       2019-03-04
  1389314                       2019-03-28
  1390266                       2019-03-16
  1390925                       2019-03-27
  1390984                       2019-03-17
  1392231                       2019-03-21
  1392376                       2019-03-19
  1392680                       2019-03-20
  1392885                       2019-03-20
  1393045                       2019-03-21
  1394216                       2019-03-21
  1396876                       2019-03-23
  1397394                       2019-03-24
  1397473                       2019-03-24
  1400323                       2019-03-27
  1402872                       2019-03-29
    14044                       2019-03-04
    14095                       2019-03-11
  1410718                       2019-04-12
   141932                       2019-02-17
   143054                       2019-02-11
   147731                       2019-03-06
   149551                       2019-02-06
   154775                       2019-02-04
    15663                       2019-02-28
   157957                       2019-03-08
   158111                       2019-02-15
   158582                       2019-03-18
   162197                       2019-02-13
   164574                       2019-02-16
   165541                       2019-02-12
   168620                       2019-02-18
   169118                       2019-03-30
   169199                       2019-03-05
    17487                       2019-02-15
   176686                       2019-03-24
     1785                       2019-02-24
    18039                       2019-02-12
    18047                       2019-03-14
   183450                       2019-02-18
   186327                       2019-02-03
   187537                       2019-02-28
   187540                       2019-02-02
   189168                       2019-02-27
   190642                       2019-02-14
   192257                       2019-03-24
   193242                       2019-02-21
   194497                       2019-02-11
   194752                       2019-02-14
   197114                       2019-02-14
   197319                       2019-03-09
   198132                       2019-02-21
   198255                       2019-03-08
   198460                       2019-02-11
   199266                       2019-03-12
   199841                       2019-03-14
   200687                       2019-03-14
   203297                       2019-03-27
   206423                       2019-03-29
   207487                       2019-02-12
   208614                       2019-02-18
    20976                       2019-03-30
   211904                       2019-02-14
   214319                       2019-03-12
    21519                       2019-03-19
    22135                       2019-02-02
   223486                       2019-02-18
    22482                       2019-02-14
    22511                       2019-02-10
   226672                       2019-02-21
    22687                       2019-03-26
   227650                       2019-02-17
    22787                       2019-02-10
   228324                       2019-02-20
   228880                       2019-02-12
   229199                       2019-02-15
   230929                       2019-02-09
   231124                       2019-03-10
   233071                       2019-02-28
   233272                       2019-03-04
    23393                       2019-02-12
   235411                       2019-02-26
   236157                       2019-02-12
   236678                       2019-02-14
   236866                       2019-02-03
   238800                       2019-02-09
   241825                       2019-03-13
   242303                       2019-03-01
   242431                       2019-02-27
   242627                       2019-03-10
   245021                       2019-02-09
   247932                       2019-02-05
   248959                       2019-02-16
   249115                       2019-02-14
    24920                       2019-02-13
   249487                       2019-02-22
   251484                       2019-02-21
   251841                       2019-03-26
   253772                       2019-02-17
   256512                       2019-02-15
   256915                       2019-02-23
   257798                       2019-02-11
   258119                       2019-02-16
   260679                       2019-02-17
    26078                       2019-02-07
   264689                       2019-02-24
   265731                       2019-02-14
   267398                       2019-02-28
   269783                       2019-02-14
   271367                       2019-03-30
   271530                       2019-02-12
   271800                       2019-02-11
   272285                       2019-02-12
   272347                       2019-02-06
   273664                       2019-02-14
   274105                       2019-03-02
     2763                       2019-03-07
   276386                       2019-02-11
   282602                       2019-02-11
   283297                       2019-03-09
   285641                       2019-03-15
   290330                       2019-03-04
   295458                       2019-02-26
    29612                       2019-03-27
   298997                       2019-02-11
   303819                       2019-02-24
   303953                       2019-02-18
    30510                       2019-02-14
   307232                       2019-02-06
   309319                       2019-03-16
   309452                       2019-03-25
   311253                       2019-02-16
   313596                       2019-02-27
   316556                       2019-02-21
   318726                       2019-03-18
   318841                       2019-03-28
   319867                       2019-02-26
   320311                       2019-02-13
   324374                       2019-02-02
   325357                       2019-02-26
   325707                       2019-02-26
   326417                       2019-02-21
   332968                       2019-02-28
   335492                       2019-03-17
   336258                       2019-03-27
    33689                       2019-02-23
   337062                       2019-02-05
    33777                       2019-02-10
   338088                       2019-02-11
   338362                       2019-03-03
   338932                       2019-03-25
   339894                       2019-02-13
   340433                       2019-02-21
   340792                       2019-02-27
   341389                       2019-02-19
   342900                       2019-02-10
   346471                       2019-02-10
   349400                       2019-02-25
   351025                       2019-02-12
   352956                       2019-02-25
   353382                       2019-03-30
   353501                       2019-02-17
   353845                       2019-02-18
   353897                       2019-02-14
   354562                       2019-02-20
   355648                       2019-03-26
   358511                       2019-02-14
   359702                       2019-02-20
   361226                       2019-03-02
   362015                       2019-03-22
   367370                       2019-02-15
    37486                       2019-02-12
   377158                       2019-02-03
      379                       2019-02-20
   380425                       2019-03-19
    38118                       2019-02-24
   383147                       2019-02-16
   383234                       2019-02-06
   386759                       2019-03-31
   390752                       2019-02-24
   394240                       2019-02-12
   396665                       2019-02-04
   397180                       2019-02-01
   398040                       2019-03-09
   398199                       2019-02-11
   399935                       2019-02-12
   402661                       2019-03-19
   402839                       2019-03-18
   403684                       2019-02-16
   403983                       2019-02-17
   407477                       2019-03-15
   410296                       2019-03-29
   412941                       2019-02-12
   416503                       2019-02-13
   417997                       2019-02-21
   418914                       2019-02-10
   422408                       2019-02-03
   423543                       2019-02-17
   426285                       2019-03-10
   428883                       2019-02-18
   433820                       2019-02-12
   435249                       2019-03-28
   436515                       2019-03-17
    43868                       2019-03-06
   445548                       2019-02-21
   446258                       2019-03-18
   450266                       2019-02-12
    45203                       2019-02-15
    45719                       2019-03-10
   458528                       2019-02-10
   459027                       2019-02-16
   460081                       2019-02-03
   460308                       2019-03-01
   460960                       2019-02-18
   470470                       2019-03-22
   470666                       2019-02-28
   472278                       2019-02-18
   474385                       2019-03-13
   475623                       2019-02-19
   475769                       2019-02-01
   476182                       2019-02-12
   476509                       2019-03-05
   476868                       2019-02-01
   476930                       2019-03-16
     4781                       2019-02-20
   478702                       2019-02-20
   484642                       2019-02-12
   488745                       2019-02-17
   489632                       2019-02-09
   490338                       2019-02-12
   498369                       2019-02-19
   502863                       2019-02-04
   510459                       2019-02-05
   513597                       2019-02-05
   513909                       2019-03-07
   516453                       2019-03-25
   521321                       2019-02-22
   528725                       2019-02-07
   539750                       2019-03-09
   546485                       2019-03-01
    54997                       2019-02-17
    55117                       2019-02-10
   553139                       2019-02-26
    55467                       2019-02-02
   559424                       2019-03-10
   565925                       2019-02-08
   570521                       2019-02-22
    57218                       2019-02-01
   578075                       2019-02-09
    59626                       2019-02-10
   596449                       2019-02-18
   597493                       2019-03-13
    60050                       2019-03-28
   618637                       2019-02-11
   619435                       2019-03-29
   619843                       2019-02-15
   635728                       2019-02-19
   635923                       2019-02-13
   637156                       2019-02-13
   638440                       2019-02-12
   642154                       2019-02-27
   651061                       2019-02-15
   655408                       2019-02-16
    65626                       2019-03-02
    66159                       2019-03-15
   664138                       2019-02-21
   680299                       2019-03-15
   680497                       2019-02-09
   680548                       2019-03-01
    68421                       2019-02-25
    68456                       2019-02-05
     6873                       2019-03-03
   688267                       2019-02-20
   695629                       2019-02-10
   700717                       2019-02-03
    70203                       2019-02-15
    70307                       2019-02-01
    70663                       2019-03-16
   711172                       2019-02-16
   716521                       2019-03-30
   716986                       2019-02-12
   720292                       2019-02-14
    72233                       2019-02-11
     7278                       2019-02-17
   728761                       2019-02-04
   729271                       2019-02-11
    73216                       2019-02-18
    73337                       2019-03-21
   741202                       2019-02-12
   741376                       2019-03-06
   743122                       2019-03-22
   755941                       2019-02-17
   759865                       2019-03-05
    76168                       2019-03-04
   763321                       2019-02-21
   763906                       2019-02-19
   764563                       2019-03-08
   766351                       2019-02-20
     7667                       2019-03-08
   767896                       2019-03-04
   768340                       2019-03-13
     7784                       2019-03-10
    77853                       2019-03-26
   781189                       2019-02-12
   781516                       2019-03-11
   781726                       2019-03-18
   790456                       2019-03-31
      794                       2019-02-02
   798739                       2019-02-28
   799600                       2019-02-09
    80213                       2019-02-01
   806077                       2019-02-03
    81125                       2019-02-06
   811744                       2019-02-12
   813679                       2019-03-04
   814276                       2019-03-23
    81508                       2019-02-17
   815680                       2019-02-28
   816172                       2019-02-12
   816343                       2019-02-12
    81677                       2019-02-04
    81923                       2019-02-21
   823381                       2019-03-20
    82879                       2019-02-03
    84235                       2019-02-12
   842800                       2019-02-08
   845479                       2019-02-04
   848710                       2019-02-03
   855307                       2019-02-20
   858688                       2019-02-13
   863926                       2019-02-17
   868168                       2019-02-12
    87206                       2019-02-06
    87341                       2019-02-11
    88070                       2019-02-19
   881380                       2019-03-11
   890047                       2019-02-08
   894925                       2019-03-18
    89666                       2019-02-12
   921556                       2019-02-01
    92369                       2019-02-25
   924223                       2019-03-09
   924427                       2019-02-04
   936655                       2019-02-27
   954814                       2019-02-05
    95587                       2019-03-29
   958537                       2019-02-07
    96570                       2019-02-08
    97403                       2019-02-13
   974083                       2019-02-05
     9749                       2019-03-18
   977074                       2019-02-09
    97825                       2019-02-16
    98093                       2019-02-09
    98295                       2019-02-08
    98568                       2019-02-19
   989668                       2019-02-12
   991351                       2019-02-04
    99329                       2019-03-18
   993304                       2019-02-07
   993595                       2019-02-05
   996697                       2019-02-25
   999793                       2019-03-13
   100300                       2019-02-17
  1012378                       2019-02-19
  1024843                       2019-02-25
  1029322                       2019-02-12
   103309                       2019-02-28
  1040785                       2019-02-12
  1042321                       2019-02-11
  1052521                       2019-02-26
  1059436                       2019-02-20
   106622                       2019-02-17
  1069708                       2019-02-04
   107098                       2019-02-14
    10713                       2019-02-20
   108056                       2019-02-12
   108685                       2019-02-09
  1088449                       2019-03-15
  1098490                       2019-02-14
  1109140                       2019-03-05
  1112269                       2019-02-01
  1120234                       2019-02-12
   112054                       2019-02-17
  1120792                       2019-02-22
  1124038                       2019-02-22
   112563                       2019-02-16
   112908                       2019-02-04
  1129279                       2019-03-31
  1132195                       2019-03-19
  1142470                       2019-02-21
   115200                       2019-03-12
   116284                       2019-03-01
  1163659                       2019-02-07
  1168498                       2019-02-21
   117055                       2019-03-11
  1170811                       2019-02-12
  1176661                       2019-03-03
  1177891                       2019-03-12
  1180021                       2019-02-04
   118196                       2019-02-01
  1190212                       2019-02-14
  1192918                       2019-02-06
  1196353                       2019-02-13
   119752                       2019-02-11
  1199836                       2019-02-13
  1199842                       2019-03-17
  1200175                       2019-02-11
    12014                       2019-03-13
  1202716                       2019-02-15
  1202923                       2019-02-22
  1203925                       2019-02-15
  1204225                       2019-03-25
   120705                       2019-02-11
   121172                       2019-03-19
  1214320                       2019-03-20
  1215679                       2019-02-06
  1216708                       2019-03-18
   122392                       2019-02-15
  1231317                       2019-02-21
  1232599                       2019-02-12
